reqrate,prefixlen,relay,total_time,throughput,avg_latency,avg_per_token_latency,avg_per_output_token_latency,avg_time_to_fisrt_token
12.0,2048.0,false,461.1772004547529,2.168363915245442,195.17349889791802,0.7460148485607594,4.751608087276456,-3440003.658067439
4.0,256.0,false,260.2725341259502,3.8421264977428753,5.09549299397273,0.011487428429059594,0.022372937706665194,-3441145.473923005
8.0,2048.0,true,145.2541809109971,6.884483418847262,9.28538861440681,0.02102195113567506,0.03930915034813817,-6801367.097720676
2.0,512.0,true,508.977139679002,1.9647247823952816,3.3438565647722718,0.007519268697836013,0.014525642928590005,-121803.91612154701
16.0,1024.0,false,290.10541804134846,3.4470228331187904,115.93348621955793,0.4245331720541352,2.6196924176796954,-6800432.90120305
4.0,256.0,true,259.77068561594933,3.8495490652799136,4.433713660466485,0.009954915484193146,0.019089688745635755,-6802492.416508784
16.0,256.0,true,133.6521999798715,7.48210654333115,30.340741797962227,0.0799989439250202,0.2795088879868992,-6802399.385574803
12.0,128.0,false,150.22508271969855,6.656677978775865,30.553461304942147,0.08116618612836286,0.2954769811103831,-6803494.792071241
8.0,128.0,true,143.37305226700846,6.974811404151921,8.29981368484725,0.018799762509143263,0.03519788339936458,-125741.54899553127
16.0,128.0,true,125.44213303999277,7.971803219267529,27.33034517795393,0.07123967065861675,0.23745898051768888,-125715.37416192623
12.0,512.0,false,199.91313967200404,5.002172451699235,59.85287291319599,0.198945275969205,1.1052619360941318,-121592.43889610548
8.0,256.0,true,142.02193971909583,7.041165625380788,7.8797435450502675,0.017847517241495994,0.033404712451689626,-2598752.405173972
8.0,1024.0,true,147.6953713502735,6.770692885347136,10.57752469286602,0.023967045893361266,0.044458796018305165,-6800463.1481829565
4.0,512.0,true,260.05820428952575,3.8452930286586486,4.496729302932509,0.010106594952679123,0.0193727538551553,-6799445.6201263415
8.0,128.0,false,156.61408161837608,6.385121884740322,14.934961170474999,0.03426040559193199,0.0635178530320595,-6803516.694995478
2.0,128.0,false,508.7310313539929,1.9656752554262116,3.310800677836058,0.007453366027412947,0.014626008986503684,-125929.26768806884
8.0,1024.0,false,291.6390776494518,3.4288957709638392,85.5680427620951,0.3024736983174354,1.8055873898949841,-6800466.109003408
2.0,128.0,true,508.80739586241543,1.9653802364744046,3.2773161141462626,0.007370064798673616,0.01424702960135837,-6803706.308313815
8.0,512.0,true,142.5425987020135,7.015446674229003,8.056078163043596,0.018232084654516843,0.0340931297162879,-6798205.041084236
8.0,256.0,false,174.01019891537726,5.746789591834839,24.06246715854388,0.060008121480492775,0.17970430229992052,-6802430.356535169
12.0,512.0,true,130.82397608199972,7.643858793690889,19.8418584660872,0.0464980997177588,0.10110078712106217,-121598.72613674258
8.0,512.0,false,202.9166936390102,4.928130761774608,40.059957189340146,0.12116953420651631,0.5946040626661716,-3438047.198900115
2.0,1024.0,true,509.4888710016385,1.9627514101221342,3.5191023907111956,0.007912319270323558,0.015275225930133314,-6800652.959209718
12.0,256.0,false,157.57903499994427,6.346021855003451,35.502978464295154,0.10266667756624102,0.46267865960610666,-2598729.921053642
2.0,1024.0,false,510.4340817170014,1.9591168298092354,5.410802836941861,0.012385283732916544,0.026098768088256452,-122875.41112790424
2.0,256.0,true,508.7183316228911,1.9657243268781832,3.3160776178753,0.007454586447250798,0.014392959550681546,-3441270.3051952575
16.0,256.0,false,168.1747259059921,5.946196698777375,50.47128498038742,0.15749361077073726,0.7991189705107479,-6802399.575007252
4.0,128.0,false,259.92060857079923,3.847328634303394,4.7871077653681855,0.010746265750631511,0.020936368912117437,-6803580.961372642
